ip,hits
117.192.155.136,4
103.61.74.43,3
162.216.150.63,15
35.203.210.52,15
59.183.155.110,6
35.203.210.10,6
89.231.35.33,7
54.37.117.233,8
117.7.234.60,3
149.40.62.23,2
46.61.93.207,6
206.168.34.200,16
91.207.57.140,4
42.49.210.12,2
105.27.152.234,4
100.29.192.30,2
162.216.150.62,18
162.216.150.61,33
154.79.248.58,4
104.152.52.153,2
47.88.14.121,10
91.242.151.114,3
104.152.52.111,2
162.216.149.188,16
20.29.21.208,4
123.138.79.99,4
168.167.228.123,412
78.111.113.70,3
77.71.24.253,2
135.237.126.84,11
47.237.115.193,9
44.220.188.61,18
103.23.238.159,3
49.43.162.53,4
35.203.211.14,18
20.168.121.143,2
216.218.206.111,4
203.95.196.214,3
178.61.128.129,8
147.185.133.5,14
59.99.133.224,5
147.185.133.113,10
162.216.150.36,13
146.70.63.18,14
35.203.211.223,20
147.185.133.125,7
35.203.210.127,6
198.44.133.37,6
209.146.62.202,3
51.15.40.22,51
91.82.53.35,3
20.169.107.67,9
196.251.91.94,20
147.185.132.98,24
35.203.211.5,18
1.182.192.180,3
172.174.244.235,4
194.76.0.115,260
147.185.133.41,24
170.187.163.90,2
41.220.227.170,4
45.79.201.99,2
45.76.88.127,121
45.156.128.106,4
20.163.15.34,18
103.149.194.99,3
196.251.86.23,105
203.189.154.199,4
34.81.109.223,2
40.124.175.26,2
196.190.220.252,10
35.203.211.237,2
177.92.241.194,3
111.53.147.80,10
146.86.187.211,25
147.185.133.155,24
171.36.6.119,2
124.41.221.54,4
140.206.195.127,3
218.66.32.129,2
113.128.65.35,4
36.106.167.251,6
35.203.210.158,16
185.180.141.57,3
200.33.92.66,3
74.235.100.212,13
189.90.249.77,3
98.80.4.120,25
45.131.195.122,6
61.96.67.75,54
200.53.19.151,4
35.203.211.231,14
117.207.229.98,3
75.80.67.82,4
222.108.251.59,4
171.120.24.151,2
183.93.87.113,2
43.248.108.192,2
112.193.181.201,3
113.128.64.183,2
123.145.18.141,3
123.145.27.35,2
117.199.10.192,5
103.159.183.222,3
147.185.133.46,21
138.118.6.244,3
46.191.141.152,6
103.27.76.6,2
35.203.210.202,29
45.121.3.111,4
47.237.6.226,18
64.62.156.130,4
190.215.97.112,6
170.83.105.157,3
143.42.164.97,6
20.65.137.167,4
41.72.195.166,3
35.203.210.189,28
35.203.210.6,18
185.180.141.68,2
185.180.141.69,2
209.169.115.76,4
196.251.91.76,10
49.12.51.105,8
117.204.228.173,4
142.93.55.18,2
118.194.250.127,5
82.202.90.29,6
203.192.245.83,6
172.56.149.246,236
196.251.114.27,5
139.99.35.40,11
163.53.83.111,5
139.185.48.70,2
196.251.115.11,9
179.50.29.196,3
24.114.110.123,8
185.194.8.202,4
8.219.208.138,19
20.127.195.254,16
183.87.224.228,3
99.124.209.97,2
116.212.156.15,3
36.92.173.91,3
,0
35.203.211.75,39
20.169.108.13,5
50.40.112.219,167
186.224.255.218,3
40.124.175.166,5
113.30.151.61,20
65.49.1.33,4
193.201.167.28,2
103.58.75.29,3
35.203.210.31,17
102.69.145.30,5
117.242.56.102,4
20.65.193.207,8
212.102.44.104,4
165.154.173.104,4
81.12.124.40,3
43.225.189.109,2
173.239.214.13,2
186.91.6.233,5
116.212.156.150,3
103.137.124.245,3
162.216.150.227,6
117.241.180.70,3
124.253.234.218,2
122.157.187.242,7
220.135.73.145,4
100.29.192.59,4
147.185.133.55,18
172.202.118.11,5
45.135.193.5,8
147.185.133.31,28
110.42.66.88,4
122.194.143.30,4
216.218.206.106,4
59.180.154.97,7
103.246.249.134,2
216.218.206.122,6
218.25.143.119,5
186.97.210.218,3
111.90.183.231,3
52.188.227.37,4
220.167.233.187,5
,0
3.163.165.39,1
143.42.1.44,4
185.125.190.75,1
177.101.254.126,3
162.216.149.145,15
46.161.196.152,2
103.131.56.208,567
203.130.4.210,3
173.244.217.162,14
20.169.107.47,4
181.115.200.2,3
45.141.153.154,12
185.247.137.239,4
114.66.36.252,2
87.236.176.248,4
46.107.229.132,3
87.236.176.250,5
45.146.130.98,80
35.203.211.147,16
87.236.176.242,4
185.247.137.250,7
87.236.176.246,4
147.185.133.4,21
185.247.137.252,4
186.47.82.254,3
135.237.123.160,8
162.216.149.86,15
87.236.176.228,4
147.185.132.160,17
8.211.52.18,19
87.236.176.141,5
185.247.137.248,4
110.74.206.81,3
87.236.176.224,5
151.243.101.230,4
20.163.2.80,11
105.244.209.34,3
111.224.218.129,2
112.112.212.224,4
106.4.161.84,2
120.0.52.78,2
49.113.93.202,4
1.182.193.136,3
101.68.127.47,2
171.117.22.51,4
175.184.254.98,4
162.216.150.32,4
105.27.158.230,3
172.202.113.68,2
20.65.192.33,8
182.119.230.82,6
162.216.150.95,16
125.82.242.135,7
194.146.93.218,12
103.137.24.167,2
162.216.150.221,21
162.216.150.175,29
175.30.48.57,10
104.248.229.49,55
147.185.133.93,17
35.203.211.124,15
110.34.20.144,2
125.24.100.122,16
162.216.149.57,33
184.174.5.107,7
47.74.52.128,9
220.157.183.1,6
59.91.18.67,3
41.193.64.73,4
20.65.194.87,6
162.216.150.50,23
184.105.139.109,4
187.235.44.147,554
35.203.210.175,19
58.212.237.105,9
193.233.202.128,4
59.99.143.48,4
124.90.215.159,2
97.116.168.21,25
154.72.74.186,4
165.232.122.8,36
159.89.16.251,21
37.19.221.245,2
162.216.149.91,10
204.76.203.219,325
52.165.90.3,4
103.91.190.236,6
190.152.104.150,2
89.248.165.149,4186
195.184.76.226,13
199.45.154.131,49
85.202.112.236,3
89.248.165.160,4379
162.216.150.218,15
15.235.160.20,2
162.216.149.161,5
176.123.60.220,3
182.52.90.208,2
,0
91.187.114.116,3
182.23.59.50,4
61.78.3.186,249
45.157.232.28,2
172.202.117.221,2
162.216.149.79,24
64.176.40.28,2
47.250.143.24,11
40.124.175.233,8
181.204.121.51,3
213.59.156.9,2
182.93.84.120,4
105.22.74.38,4
190.77.166.156,4
185.226.197.63,7
120.60.162.138,4
94.154.17.29,3
103.40.13.146,2
64.62.156.35,2
20.118.32.171,6
202.166.206.133,3
64.62.197.193,2
162.216.150.132,19
117.251.175.162,4
45.156.129.83,40
34.38.102.48,2
102.211.69.115,4
162.216.150.10,15
64.62.197.124,4
110.34.5.232,4
190.207.57.24,4
152.42.189.151,10
110.235.247.250,3
190.207.53.79,4
207.154.238.166,164
23.62.180.225,4
36.95.140.237,3
120.205.43.158,7
40.124.86.76,6
74.249.178.154,9
113.128.236.239,4
211.137.77.22,3
175.30.48.189,4
175.19.74.15,4
49.113.93.146,3
105.234.148.218,4
5.190.122.140,3
101.128.198.16,6
113.44.11.149,4
116.212.142.232,3
20.171.28.177,8
47.88.28.80,27
209.141.42.254,5
89.169.37.61,77
202.176.3.53,4
118.31.53.221,4
59.180.143.94,6
157.230.1.126,4
49.234.53.181,8
38.190.29.203,3
41.219.180.2,3
20.29.56.247,5
192.81.131.183,2
35.203.210.34,19
212.154.22.90,3
37.252.67.28,3
20.65.193.159,16
147.185.133.154,23
38.150.107.226,3
35.203.211.80,11
217.156.22.213,2
177.66.113.31,4
117.214.99.27,7
123.58.210.106,30
103.196.185.46,10
59.57.67.70,2
1.183.172.50,4
107.175.32.2,11
135.237.124.106,4
190.145.182.206,3
44.220.188.13,15
162.216.150.116,16
190.85.88.70,3
23.178.16.17,4
93.185.73.227,2
43.224.116.82,4
81.68.179.56,12
45.87.120.175,26
200.53.21.224,3
220.82.170.24,204
45.134.142.73,2
80.47.184.209,4
219.159.44.179,2
147.185.133.115,14
47.122.78.18,2214
8.211.48.80,29
202.137.134.166,3
59.173.132.216,6
121.29.178.73,2
113.128.67.139,2
140.206.195.224,3
111.113.88.98,4
180.95.238.235,3
223.199.172.8,2
162.216.150.92,21
36.37.183.201,4
203.145.60.243,2
35.203.210.76,17
117.195.26.196,7
109.248.4.99,2
143.105.108.194,4
135.237.123.98,8
178.242.91.130,2
182.2.4.36,2
115.85.85.162,3
37.19.221.79,8
103.203.58.1,2
115.55.201.203,57
103.203.58.4,19
181.224.183.110,4
193.189.100.130,2
47.96.40.217,19
13.89.121.92,6
191.7.189.134,3
157.180.4.253,2
170.238.124.114,3
35.203.210.45,28
167.172.220.110,4
84.241.14.94,3
64.62.156.145,2
147.185.133.215,15
20.221.72.102,5
3.33.145.19,12
110.34.2.182,4
185.180.141.53,7
185.180.141.54,2
185.180.141.52,11
162.216.149.139,18
178.216.28.196,4
114.7.122.78,3
75.119.146.30,9
64.62.197.114,2
85.185.237.34,3
122.116.115.152,6
170.199.132.65,7
46.167.145.13,3
195.184.76.14,17
121.185.184.139,5
68.183.107.42,7
59.178.36.91,5
103.63.190.99,8
105.213.120.77,4
139.99.116.113,2
147.185.133.28,17
5.182.32.146,2
119.157.184.233,4
49.156.32.182,3
36.95.9.249,3
162.216.149.207,5
43.157.251.222,6
117.192.58.184,6
95.111.40.173,3
170.150.201.53,3
195.184.76.27,7
146.70.45.83,2
147.185.132.235,11
103.255.241.234,5
162.62.231.139,12
206.168.34.196,15
186.148.181.43,3
117.220.33.133,6
59.99.155.2,3
38.128.66.244,2
113.171.170.147,6
138.84.64.140,3
35.216.183.29,6
117.235.249.98,4
59.97.88.209,4
117.217.45.170,5
45.79.82.114,6
65.49.1.83,2
38.132.103.202,6
46.105.132.57,6
45.78.192.84,140
117.219.170.210,4
221.11.5.50,2
20.65.194.80,4
197.251.192.221,3
203.205.10.193,2
35.203.211.143,14
112.6.212.233,4
124.253.157.173,6
103.93.216.70,3
162.216.150.172,11
125.162.83.28,7
31.222.254.105,4
102.223.228.80,3
61.62.24.204,2
100.29.192.93,2
149.22.95.206,2
35.203.210.60,10
147.185.133.233,12
109.164.12.134,3
59.182.138.208,4
162.216.149.246,12
142.93.166.109,4
202.62.59.160,4
35.203.211.157,18
117.202.64.195,93
185.248.15.228,3
91.196.152.70,7
176.65.148.239,14
20.64.104.93,4
20.64.105.230,6
206.108.79.90,4
37.120.216.66,2
51.254.156.25,4
101.36.121.4,9
64.62.156.166,2
182.44.36.130,2
167.99.249.144,80
117.213.245.62,4
112.225.221.121,2
47.251.91.236,20
45.79.73.214,2
20.65.194.60,4
159.65.179.156,6
190.207.56.37,4
51.68.222.88,2
118.194.251.37,9
31.10.61.219,4
124.253.251.201,11
14.45.78.235,12
15.204.97.207,2
20.64.105.81,4
61.50.119.210,2
165.154.172.244,4
118.179.69.41,4
38.132.105.170,21
57.151.105.130,6
45.182.157.156,3
180.76.224.46,8
170.106.147.63,5
103.104.97.3,3
64.31.20.19,6
103.120.189.74,6
177.85.89.89,4
40.124.175.226,12
184.105.139.118,10
162.216.150.128,32
128.203.200.49,5
43.255.165.42,3
111.249.70.105,4
182.43.204.39,38
109.104.229.91,3
113.211.106.166,4
157.245.235.217,4
123.16.29.242,3
180.251.182.111,2
103.180.240.36,4
20.38.33.240,4
162.216.149.16,23
64.62.156.206,12
79.137.98.171,8
177.72.154.225,3
8.211.48.8,14
135.237.127.45,2
110.34.2.235,3
45.134.142.68,2
187.110.231.210,4
,0
185.248.15.178,3
185.218.87.51,18
116.118.97.25,3
59.184.150.237,3
109.110.176.107,3
38.180.241.227,6
35.203.210.85,11
45.156.129.126,2
61.180.5.9,4
45.33.33.17,2
27.255.184.213,7
92.118.39.71,211
35.203.210.145,6
45.6.111.13,3
103.171.172.53,3
47.94.129.114,26
139.144.239.78,6
65.20.172.107,6
147.185.132.155,17
196.251.91.18,11
69.58.92.231,4
190.109.227.23,5
124.48.186.79,2
154.3.38.77,12
38.156.247.91,3
196.251.91.51,10
20.83.49.78,4
103.130.88.22,4
34.22.146.211,12
58.216.151.226,2
203.189.137.159,3
,0
117.251.183.197,2
187.16.71.169,3
102.91.14.162,3
195.78.246.83,2
143.244.44.185,2
147.185.132.83,7
179.189.197.212,3
194.187.176.251,2
194.187.176.231,2
67.165.218.142,33
1.181.192.57,4
118.194.253.212,147
47.250.81.19,11
59.91.161.17,2
205.210.31.13,7
147.185.133.243,20
20.168.122.19,5
182.127.177.103,3
59.127.68.72,6
209.38.93.94,37
147.185.132.142,6
65.49.1.91,4
45.177.210.229,3
74.82.47.19,8
138.255.207.98,3
107.172.15.167,18
49.49.7.5,4
147.185.132.58,12
45.118.204.53,4
91.230.168.200,5
23.94.37.117,2
65.49.1.204,4
131.189.107.105,4
103.187.38.10,3
124.248.184.254,4
118.151.221.26,3
114.7.125.82,3
20.168.7.106,2
103.92.218.118,3
74.82.47.21,6
64.62.197.11,2
91.230.168.205,2
103.145.113.54,2
154.209.51.15,2
177.220.255.38,3
117.244.112.102,5
83.143.246.18,42
52.186.178.175,4
217.112.175.206,3
,0
115.190.154.155,3
103.85.4.6,4
147.185.133.175,30
95.107.173.89,4
162.216.149.92,12
146.70.212.72,2
43.225.193.132,3
40.124.173.251,4
202.5.53.35,4
54.226.6.234,2
59.182.215.43,3
185.226.197.38,2
116.212.155.176,3
20.84.145.62,9
20.15.163.73,12
117.212.169.10,4
36.94.198.111,3
196.251.72.87,2
185.226.197.37,2
196.251.91.53,11
111.118.148.221,3
104.248.235.85,55
43.163.97.137,9
103.162.197.72,4
161.35.214.236,38
190.205.87.55,4
113.201.37.113,2
138.197.220.196,477
182.119.230.17,92
41.72.205.226,3
49.43.243.180,4
117.209.28.2,3
180.184.46.145,9
182.160.106.101,3
113.161.223.123,3
111.33.99.198,3
20.29.21.127,10
62.217.133.242,4
71.6.165.200,36
107.182.231.197,8
195.210.113.16,2
175.107.39.134,102
105.27.195.222,3
2.89.156.90,4
181.4.47.160,2
117.2.136.165,3
59.184.192.15,5
135.237.127.112,10
203.150.165.188,4
165.154.40.10,8
88.81.83.83,3
192.227.247.46,56
20.169.105.85,6
149.88.25.212,2
200.18.112.3,3
13.221.226.155,6
107.21.176.57,4
65.49.1.221,6
35.203.211.27,14
47.239.244.99,23
45.156.130.18,35
59.91.229.117,3
191.241.254.194,4
65.49.20.113,6
41.158.147.231,3
117.205.89.112,4
111.17.170.89,2
102.0.2.172,4
162.216.149.254,13
1.20.252.206,2
109.108.109.115,3
203.188.164.153,2
40.124.175.131,5
13.86.105.235,6
110.40.42.81,2
39.152.140.56,4
181.214.166.77,2
64.62.197.57,4
45.142.188.202,3
177.101.225.78,3
51.255.57.24,2
138.186.93.97,8
81.26.136.166,6
20.118.217.162,8
162.216.149.31,18
8.221.141.40,20
54.87.42.215,6
194.177.30.33,3
102.0.0.154,4
37.62.225.50,2
84.239.31.13,2
176.65.148.193,13
118.172.3.191,6
185.56.158.183,4
147.185.133.12,9
45.125.44.13,4
123.178.210.189,14
112.94.253.74,4
42.92.121.210,4
116.172.201.179,3
116.52.141.15,6
49.113.94.51,10
182.119.225.243,19
106.219.91.231,2
128.1.32.99,20
116.172.200.191,6
187.95.13.109,3
36.106.167.229,2
111.224.219.119,12
102.164.5.154,3
45.59.169.152,6
172.202.117.222,5
65.49.1.120,4
20.12.41.6,390
137.184.152.115,2
34.140.38.148,35
117.241.199.144,3
201.76.170.115,3
35.203.211.212,16
64.62.197.93,4
64.62.197.103,4
134.209.4.57,2
140.246.94.138,8
1.182.193.11,4
111.170.140.116,4
153.156.14.231,2
146.190.119.189,46
102.129.43.135,4
203.176.138.84,3
49.143.60.165,3
60.15.113.6,3
99.46.84.124,28
35.203.210.239,22
177.152.105.167,4
23.226.184.78,4
61.3.73.226,5
139.144.239.72,2
162.216.150.189,9
190.152.222.222,3
35.203.211.68,14
91.121.54.158,2
103.23.238.148,3
34.222.176.39,36
103.106.219.214,3
64.62.156.139,6
35.203.210.213,14
64.23.226.232,6
163.53.83.80,3
35.203.210.220,16
59.110.83.49,2
162.216.149.229,13
119.15.93.98,3
202.189.10.84,4
205.210.31.242,31
82.194.17.5,3
162.216.149.196,11
160.119.154.101,3
172.202.118.22,6
165.154.129.74,4
180.153.81.20,16
162.216.150.15,23
103.114.209.69,4
129.222.207.209,3
64.62.197.113,2
107.170.228.16,390
119.201.103.192,6
185.85.37.26,3
52.95.161.41,2
116.212.156.93,5
173.91.12.29,15
177.10.197.40,3
165.154.43.179,4
54.242.177.180,9
34.201.151.183,5
198.44.133.55,6
65.49.20.107,4
45.249.246.17,9
41.72.200.238,3
183.100.188.204,10
65.49.20.91,4
117.255.222.212,3
103.11.216.170,3
115.190.101.224,3
162.216.149.202,12
89.117.101.174,2
168.253.207.58,3
220.126.240.110,2
194.187.176.81,5
45.134.140.232,6
163.53.81.108,4
20.163.15.176,13
2.55.84.205,4
23.94.59.120,2167
52.188.231.41,2
24.183.46.126,406
172.202.49.251,13
199.45.154.134,7
162.216.150.59,9
111.229.149.136,4
37.110.149.139,6
147.185.133.237,11
179.43.21.125,2
212.104.215.4,4
43.199.240.56,24
35.203.210.61,21
8.219.208.212,2289
8.138.147.140,2
87.236.176.131,14
52.43.79.157,2
114.30.76.5,3
187.87.84.215,4
8.221.139.21,20
35.203.210.177,16
47.251.59.83,9
117.235.218.8,3
14.170.76.12,4
202.62.37.65,3
115.120.226.25,2
196.200.31.158,3
76.14.26.155,6
35.203.211.36,17
103.137.179.133,3
73.15.153.69,2
64.62.197.49,10
118.67.207.215,3
147.185.133.220,12
162.216.150.133,16
162.216.149.72,12
89.116.182.54,2
185.200.116.36,2
46.36.64.202,4
177.184.190.242,6
8.138.136.155,51
143.42.1.34,6
47.74.43.254,28
117.196.221.54,3
197.245.185.74,4
220.197.51.243,2
1.83.125.29,4
58.212.237.148,2
36.106.166.143,3
123.191.136.174,3
203.107.62.129,6
27.123.254.198,4
59.127.99.252,3
95.85.99.187,7
147.185.132.230,13
121.56.213.177,3
89.116.253.78,7
65.49.1.81,2
120.56.26.210,2
35.203.211.199,19
45.141.153.138,70
179.63.134.217,3
117.241.202.45,3
111.170.18.87,2
179.184.85.167,4
124.253.107.4,2
37.130.31.93,3
182.241.79.78,3
177.85.249.170,3
36.92.220.61,3
8.137.144.229,7
92.61.95.14,3
185.216.231.137,16
172.202.117.196,5
65.49.1.156,4
20.168.5.218,4
138.122.164.152,3
45.134.140.237,12
99.181.105.185,2
102.164.249.93,3
8.211.42.24,29
45.146.54.146,2
59.89.205.96,5
20.65.195.58,9
114.30.72.198,3
1.32.34.109,3
199.45.155.108,17
190.152.218.26,3
118.70.226.111,6
102.164.30.218,4
45.156.131.9,4
185.113.8.196,12
94.159.98.241,13
181.49.129.22,3
130.131.161.76,8
201.46.27.12,3
120.29.110.248,2
147.185.133.56,16
103.93.254.18,3
43.153.54.14,5
105.23.243.86,4
128.203.204.32,4
20.168.5.245,6
35.203.211.32,20
200.123.238.89,7
35.203.210.7,13
5.190.110.226,3
204.111.163.114,33
162.216.149.197,5
38.49.140.214,3
198.235.24.130,2
76.182.80.199,41
110.175.21.118,12
202.178.114.28,3
124.131.146.165,107
47.251.88.50,9
187.190.249.111,3
117.245.6.189,2
147.185.133.37,5
177.107.32.90,3
49.47.10.231,8
73.122.231.42,2
186.93.183.97,4
140.82.51.233,40
182.23.6.114,3
162.216.150.137,7
84.10.40.166,6
196.251.118.87,6
113.161.87.196,4
59.182.213.4,7
182.160.123.171,3
15.184.16.33,2
104.152.52.213,8
45.5.155.234,4
177.129.9.26,3
136.144.247.112,11
176.241.241.166,2
200.18.112.30,4
84.239.17.165,63
143.198.176.40,37
212.56.54.67,31
95.181.236.8,38
95.181.232.32,101
190.205.85.102,4
37.46.113.166,33
191.96.37.195,29
105.25.144.106,7
152.58.29.64,12
119.45.236.191,7
176.125.229.21,204
205.210.31.220,9
191.96.150.36,91
20.83.150.79,21
78.130.125.248,3
20.46.244.172,11
103.219.141.145,4
191.101.157.140,32
124.31.104.133,7
201.83.198.125,3
191.96.67.187,189
64.62.197.154,6
47.74.44.213,10
124.244.205.95,2
75.35.217.183,65
162.216.150.169,18
20.64.104.9,4
84.239.48.148,30
162.216.150.65,19
102.217.204.196,4
84.239.50.15,95
165.231.182.50,100
147.185.133.22,8
201.211.119.19,4
20.15.164.37,4
37.130.15.92,4
45.133.193.39,110
35.203.211.238,3
159.223.9.60,2
45.133.172.60,64
212.102.49.207,69
173.239.201.195,30
84.239.12.149,33
102.223.221.199,4
143.244.48.27,31
149.88.103.79,30
150.138.89.18,2
45.79.211.212,2
82.153.64.13,4
172.98.33.194,6
191.96.67.186,32
149.22.95.155,90
38.68.134.13,8
102.129.152.116,93
84.239.17.163,61
176.125.228.31,35
170.245.30.116,3
103.96.12.146,4
172.202.49.190,8
154.47.30.44,33
165.154.135.73,6
147.185.133.179,10
203.172.40.139,4
117.205.81.146,3
103.176.137.186,6
185.46.111.169,3
195.184.76.253,5
59.11.91.205,4
125.82.243.173,3
60.13.6.194,2
45.156.130.20,32
35.205.19.30,27
43.135.182.95,5
182.88.191.250,7
109.108.113.93,4
60.16.193.76,7
101.204.81.197,3
106.4.161.34,2
43.248.108.13,2
183.191.31.154,2
4.217.248.206,5
45.156.130.23,8
59.52.102.165,2
101.68.6.8,5
161.29.250.131,8
199.66.15.12,6
186.224.32.6,8
41.223.30.169,415
113.165.167.75,4
8.221.141.224,19
103.132.95.242,3
73.6.253.11,24
147.185.133.162,10
35.236.238.122,2
216.189.106.185,4
210.6.4.242,5
47.237.169.39,2
47.237.187.67,6
218.148.230.64,6
120.27.198.113,4
8.219.53.226,4
82.77.141.113,2
47.237.103.161,5
103.178.77.65,3
69.114.90.109,6
64.62.156.120,4
172.212.200.29,8
45.235.220.58,3
65.49.1.89,3
180.180.218.8,3
65.49.1.84,6
175.8.128.120,4
20.163.14.22,7
48.214.144.125,2
186.179.100.87,3
180.76.119.114,19
41.193.181.183,3
107.182.231.198,18
45.248.76.214,2
68.249.9.2,16
175.100.92.9,3
194.61.40.24,2
103.178.64.196,17
170.82.182.79,3
20.64.104.62,4
,0
103.127.66.220,3
147.185.132.196,18
173.61.53.5,18
20.65.195.63,2
200.142.108.19,3
138.197.213.150,4
192.140.162.113,4
116.212.142.179,3
91.196.152.29,4
165.154.162.212,4
37.34.102.199,3
117.201.39.146,5
103.78.16.192,5
170.64.218.204,6
103.203.57.16,4
103.203.57.20,33
59.182.207.98,4
179.233.129.76,3
59.183.19.45,2
184.105.139.85,3
43.159.30.58,2
106.75.5.138,12
106.75.162.141,2
9.234.8.125,6
102.164.23.50,3
5.201.155.188,3
142.111.152.90,10
35.203.211.65,13
41.67.136.115,3
181.205.144.50,3
124.150.139.46,14
35.203.210.41,22
103.53.31.230,4
64.62.197.143,4
143.42.0.20,2
14.241.129.29,4
190.85.119.201,3
199.45.154.137,11
174.69.119.35,90
,0
37.37.185.96,2
182.92.211.66,7
220.134.197.223,6
43.224.124.144,5
200.119.141.150,3
45.156.130.27,22
182.19.92.93,3
103.104.53.19,2
221.225.147.79,2
151.72.21.192,6
79.43.29.159,6
117.219.124.231,4
43.248.141.80,2
85.187.5.103,4
64.62.156.55,2
123.58.207.127,4
171.232.186.2,6
88.129.112.88,4
117.196.85.199,5
64.62.197.10,2
89.34.16.118,12
177.12.184.130,6
162.216.150.206,13
45.130.83.32,4
65.49.20.121,4
195.80.150.43,534
20.169.49.156,8
124.248.184.75,3
147.185.132.141,6
117.213.208.88,3
103.12.162.252,3
20.55.72.219,4
47.251.84.165,9
102.223.208.49,64
20.65.219.49,8
41.242.66.99,4
202.191.108.186,4
222.252.15.183,3
103.166.196.90,3
1.94.120.199,3
20.64.105.235,8
192.227.247.45,3
87.1.58.125,5
202.62.59.218,3
20.163.58.125,10
154.159.255.130,4
85.72.138.63,11
104.198.99.209,2
185.93.204.237,3
90.156.197.183,6
20.118.232.75,10
183.91.87.210,21
95.107.169.9,3
93.170.137.157,6
5.231.25.239,4
52.180.156.198,4
176.110.217.17,6
170.247.41.253,3
172.202.104.154,9
103.191.92.173,443
152.32.149.206,2
147.185.132.95,11
57.151.98.50,4
64.62.197.220,5
186.178.4.158,4
35.201.251.215,2
35.203.211.227,29
102.216.69.224,6
162.216.149.167,7
89.248.163.57,3694
13.89.125.27,10
162.216.149.198,10
202.62.42.20,3
182.56.99.168,2
65.49.20.120,4
173.230.133.228,2
91.196.152.44,6
89.153.180.204,2
197.254.46.94,4
186.92.186.4,5
103.165.198.149,4
193.239.87.149,145
89.116.158.140,12
120.61.24.90,5
193.32.126.149,4
1.183.174.38,3
34.87.246.187,2
110.74.195.214,4
162.216.150.16,9
64.62.156.230,8
182.93.75.219,4
84.239.45.6,6
131.226.114.125,5
,0
177.131.113.231,3
35.203.211.162,26
59.184.249.12,4
31.10.63.161,3
221.127.107.149,2
206.172.46.162,361
186.47.153.46,3
156.146.46.227,20
52.188.231.113,8
185.214.169.14,3
165.154.11.48,17
123.181.76.28,5
36.67.148.177,3
91.142.159.241,2
45.114.145.133,1
27.79.155.237,465
122.116.79.206,5
139.255.223.213,2
40.124.80.149,4
185.224.128.88,3
205.210.31.204,3
79.137.98.90,1
66.22.244.137,2
154.72.201.206,6
177.73.4.127,4
91.230.168.99,5
170.233.97.63,3
66.249.76.168,4
176.113.73.101,10
102.0.2.52,3
45.134.26.80,4
116.113.71.42,6
87.236.176.38,3
198.235.24.208,12
102.164.9.116,4
47.251.20.149,2
177.69.105.165,3
139.59.16.160,2
44.220.185.201,13
103.162.216.23,3
20.80.88.209,6
195.184.76.150,8
46.173.240.9,894
162.216.150.150,6
202.62.58.224,3
178.186.183.108,7
20.168.7.214,4
18.188.108.137,6
8.222.130.206,26
85.105.216.150,3
40.67.177.206,2
138.197.134.202,2
152.32.206.247,2
20.51.245.17,4
152.32.180.86,2
114.35.106.89,2
69.160.122.62,3
192.119.164.105,30
50.28.36.222,10
8.211.44.197,9
102.212.202.163,3
80.90.88.35,3
117.216.154.207,4
187.228.162.20,2
103.188.35.134,3
167.99.5.111,252
146.88.240.145,4
220.86.26.237,263
182.60.42.42,7
146.190.248.14,2
186.96.100.251,3
45.152.180.66,58
118.69.176.43,3
59.182.62.40,4
109.108.71.107,1858
152.32.243.245,4
35.203.210.216,5
85.13.86.108,3
47.236.26.92,3
198.235.24.197,39
136.228.171.75,3
162.216.149.5,14
191.52.224.107,3
119.50.76.138,4
60.13.6.186,2
111.224.221.147,3
220.250.11.97,2
20.84.153.199,14
146.88.240.120,2
68.183.27.230,3
183.230.204.245,4
112.193.194.62,3
36.106.166.139,3
64.62.197.181,2
117.209.37.196,4
111.162.149.238,3
122.188.35.116,2
59.173.133.232,3
111.113.89.183,2
117.217.233.167,2
61.0.30.121,6
31.223.27.158,2
182.60.234.232,2
76.69.124.192,48
123.129.198.160,2
165.73.138.127,3
188.213.232.156,2
200.16.127.18,6
35.216.202.76,11
170.254.127.57,3
164.92.117.229,4
103.30.40.136,393
111.172.228.203,435
113.177.215.15,3
107.174.243.15,2
112.245.53.12,4
121.62.17.177,4
91.72.186.54,4
113.165.166.124,4
45.143.82.202,10
36.67.231.197,3
111.170.33.59,6
115.127.28.10,3
162.216.149.6,22
147.185.132.171,8
1.182.193.174,3
106.75.21.218,29
8.134.239.76,4
47.115.39.124,2
192.145.182.6,3
209.141.35.136,20
201.208.120.161,4
8.211.52.121,10
195.175.46.222,3
117.248.168.192,5
184.105.139.91,5
156.146.54.57,10
198.235.24.33,12
31.10.58.76,3
,0
43.240.75.233,8
123.10.33.107,58
196.251.91.48,4
207.248.108.116,3
37.238.168.186,5
64.227.41.39,4
117.216.50.73,6
35.221.203.195,2
103.217.88.246,3
35.203.210.86,15
48.217.187.105,4
73.210.119.123,6
103.245.108.77,7
89.116.158.172,9
34.92.249.54,2
64.62.197.40,4
91.230.168.230,6
125.137.112.26,6
59.127.79.125,80
64.62.197.168,2
47.250.81.18,18
147.185.133.231,22
201.221.61.49,2
106.112.139.212,6
37.193.3.142,6
103.70.144.252,3
152.32.249.95,4
185.200.118.44,2
45.79.109.130,2
181.205.145.219,3
199.45.154.154,2
146.88.240.177,4
200.58.83.199,3
139.99.35.36,6
